WPBTENDN;TischBESPRECHUNG_Masse;T1_TI;1200
WPBTENDN;TischBESPRECHUNG_Masse;T1_TI;800
WPBTENDN;TischBESPRECHUNG_Sonstiges;LIEFERUNG;LF1
WPBTENDT;TischBESPRECHUNG_Masse;B1_TI;1600
WPBTENDT;TischBESPRECHUNG_Masse;B1_TI;1800
WPBTENDT;TischBESPRECHUNG_Masse;B1_TI;2000
WPBTENDT;TischBESPRECHUNG_Masse;T1_TI;1200
WPBTENDT;TischBESPRECHUNG_Sonstiges;LIEFERUNG;LF1
WPBTHB;TischBESPRECHUNG_Masse;B1_TI;1600
WPBTHB;TischBESPRECHUNG_Masse;B1_TI;1800
WPBTHB;TischBESPRECHUNG_Masse;B1_TI;2000
WPBTHB;TischBESPRECHUNG_Masse;B1_TI;2200
WPBTHB;TischBESPRECHUNG_Masse;B1_TI;2400
WPBTHB;TischBESPRECHUNG_Masse;T1_TI;1200
WPBTN;TischBESPRECHUNG_Elektro;PRODUKTTYP;KTISCH
WPBTN;TischBESPRECHUNG_Masse;B1_TI;1200
WPBTN;TischBESPRECHUNG_Masse;B1_TI;1400
WPBTN;TischBESPRECHUNG_Masse;B1_TI;1600
WPBTN;TischBESPRECHUNG_Masse;B1_TI;1800
WPBTN;TischBESPRECHUNG_Masse;B1_TI;2000
WPBTN;TischBESPRECHUNG_Masse;B1_TI;2200
WPBTN;TischBESPRECHUNG_Masse;B1_TI;2400
WPBTN;TischBESPRECHUNG_Masse;T1_TI;1000
WPBTN;TischBESPRECHUNG_Masse;T1_TI;1200
WPBTN;TischBESPRECHUNG_Masse;T1_TI;700
