ZZ_AS_GESTELL_NORMAL;KABELWANNE;19;249.0;110.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;F35;20;431.0;58.0;C;3;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;KABELFUEHRUNG;21;436.0;81.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;ELEKTRO_LAND;22;254.0;59.0;C;2;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;ELEKTRO;23;259.0;60.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;STECKDOSE_2_FACH;24;267.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;BESTUECKUNG_1_2FACH;25;271.0;62.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;BESTUECKUNG_2_2FACH;26;274.0;63.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;STECKDOSE_3_FACH;27;275.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;BESTUECKUNG_1_3FACH;28;279.0;64.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;BESTUECKUNG_2_3FACH;29;286.0;65.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;STECKDOSE_4_FACH;30;287.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;BESTUECKUNG_1_4FACH;31;291.0;66.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;BESTUECKUNG_2_4FACH;32;302.0;67.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;STECKDOSE_5_FACH;33;303.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;BESTUECKUNG_1_5FACH;34;307.0;68.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;BESTUECKUNG_2_5FACH;35;310.0;69.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;BESTUECKUNG_1_PROFB;36;311.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;ZUFUEHRKABEL_1;37;320.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;ZUFUEHRKABEL_2;38;336.0;72.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;KUPPLUNGSKABEL_1;39;338.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;KUPPLUNGSKABEL_2;40;355.0;73.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;VERTEILER_1;41;357.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;PLATTENSTAERKE;42;67.0;;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;POS_ADAPTER;43;439.0;83.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;LIEFERUNG;44;84.0;74.0;C;3;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;MATNR;45;87.0;;C;18;0;0;0;0;0;R;0;
ZZ_AS_GESTELL_NORMAL;CACHE;46;;;N;6;0;0;0;0;0;R;0;
ZZ_AS_GESTELL_NORMAL;CACHE_4;47;;;C;6;0;0;0;0;0;R;0;
ZZ_AS_GESTELL_NORMAL;TZWISCHENSPEICHER2;48;;;N;6;3;1;0;0;0;R;0;
ZZ_AS_GESTELL_NORMAL;TGEWICHT;49;;;N;6;3;1;0;0;0;R;0;
ZZ_AS_GESTELL_ANBAU;B1_TI;1;16.0;;N;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;T1_TI;2;19.0;;N;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;ANBAU_RETURN;3;525.0;;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;ANB_TI_RETURN;4;21.0;;C;3;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;GST_DESIGN;5;24.0;;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;F2;6;212.0;28.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;H_VERSTELL;7;214.0;;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;FUSS_DESIGN;8;228.0;39.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;F11;9;237.0;48.0;C;3;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;GST_EINGER;10;448.0;88.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;GST_COVER;11;238.0;51.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;F213;12;244.0;54.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;F214;13;245.0;55.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;H_AUSGLEICH;14;246.0;56.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;KABELWANNE;15;249.0;57.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;ELEKTRO_LAND;16;254.0;59.0;C;2;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;ELEKTRO;17;259.0;60.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;STECKDOSE_2_FACH;18;267.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;BESTUECKUNG_1_2FACH;19;271.0;62.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;BESTUECKUNG_2_2FACH;20;274.0;63.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;STECKDOSE_3_FACH;21;275.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;BESTUECKUNG_1_3FACH;22;279.0;64.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;BESTUECKUNG_2_3FACH;23;286.0;65.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;STECKDOSE_4_FACH;24;287.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;BESTUECKUNG_1_4FACH;25;291.0;66.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;BESTUECKUNG_2_4FACH;26;302.0;67.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;STECKDOSE_5_FACH;27;303.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;BESTUECKUNG_1_5FACH;28;307.0;68.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;BESTUECKUNG_2_5FACH;29;310.0;69.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;BESTUECKUNG_1_PROFB;30;311.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;ZUFUEHRKABEL_1;31;320.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;ZUFUEHRKABEL_2;32;336.0;72.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;KUPPLUNGSKABEL_1;33;338.0;61.0;C;5;0;1;0;0;0;C;0;
